"message";"project_name";"date";"kind";"cc";"name";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"32";"src/test/java/br/com/caelum/tubaina/parser/html/HtmlParserTest.java";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"6";"src/test/java/br/com/caelum/tubaina/parser/html/ImageTagTest.java";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"2";"src/test/java/br/com/caelum/tubaina/parser/html/ItemTagTest.java";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"4";"src/test/java/br/com/caelum/tubaina/parser/html/JavaTagTest.java";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"4";"src/test/java/br/com/caelum/tubaina/parser/html/ListTagTest.java";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"1";"src/test/java/br/com/caelum/tubaina/parser/html/NoteTagTest.java";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"1";"src/test/java/br/com/caelum/tubaina/parser/html/QuestionTagTest.java";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"4";"src/test/java/br/com/caelum/tubaina/parser/html/SectionToStringTest.java";
"removing warnings.";"tubaina";"2008-07-08 18:11:58.0";"DEFAULT";"5";"src/test/java/br/com/caelum/tubaina/parser/html/XmlTagTest.java";
"Created tag ruby (interpreted as a code tag by now).";"tubaina";"2008-07-10 13:42:24.0";"DEFAULT";"6";"src/main/java/br/com/caelum/tubaina/builder/ChunksMakerBuilder.java";
"Created tag ruby (interpreted as a code tag by now).";"tubaina";"2008-07-10 13:42:24.0";"NEW";"3";"src/main/java/br/com/caelum/tubaina/builder/replacer/RubyReplacer.java";
"Created tag ruby (interpreted as a code tag by now).";"tubaina";"2008-07-10 13:42:24.0";"DEFAULT";"11";"src/test/java/br/com/caelum/tubaina/builder/ChunksMakerBuilderTest.java";
"Created tag ruby (interpreted as a code tag by now).";"tubaina";"2008-07-10 13:42:24.0";"NEW";"6";"src/test/java/br/com/caelum/tubaina/builder/replacer/RubyReplacerTest.java";
"Added option for specifying the file name of generated LaTeX. Created tests for LatexGenerator.";"tubaina";"2008-07-10 15:39:06.0";"DEFAULT";"19";"src/main/java/br/com/caelum/tubaina/Tubaina.java";
"Added option for specifying the file name of generated LaTeX. Created tests for LatexGenerator.";"tubaina";"2008-07-10 15:39:06.0";"DELETED";"0";"src/main/java/br/com/caelum/tubaina/parser/Generator.java";
"Added option for specifying the file name of generated LaTeX. Created tests for LatexGenerator.";"tubaina";"2008-07-10 15:39:06.0";"DEFAULT";"22";"src/main/java/br/com/caelum/tubaina/parser/html/HtmlGenerator.java";
"Added option for specifying the file name of generated LaTeX. Created tests for LatexGenerator.";"tubaina";"2008-07-10 15:39:06.0";"DEFAULT";"16";"src/main/java/br/com/caelum/tubaina/parser/latex/LatexGenerator.java";
"Added option for specifying the file name of generated LaTeX. Created tests for LatexGenerator.";"tubaina";"2008-07-10 15:39:06.0";"NEW";"11";"src/test/java/br/com/caelum/tubaina/parser/latex/LatexGeneratorTest.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"DEFAULT";"6";"src/main/java/br/com/caelum/tubaina/builder/ChunksMakerBuilder.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"2";"src/main/java/br/com/caelum/tubaina/builder/replacer/TableColumnReplacer.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"2";"src/main/java/br/com/caelum/tubaina/builder/replacer/TableReplacer.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"3";"src/main/java/br/com/caelum/tubaina/builder/replacer/TableRowReplacer.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"6";"src/main/java/br/com/caelum/tubaina/chunk/TableChunk.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"3";"src/main/java/br/com/caelum/tubaina/chunk/TableColumnChunk.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"3";"src/main/java/br/com/caelum/tubaina/chunk/TableRowChunk.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"DEFAULT";"18";"src/main/java/br/com/caelum/tubaina/parser/MockedParser.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"DEFAULT";"18";"src/main/java/br/com/caelum/tubaina/parser/Parser.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"DEFAULT";"21";"src/main/java/br/com/caelum/tubaina/parser/html/HtmlParser.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"1";"src/main/java/br/com/caelum/tubaina/parser/html/TableColumnTag.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"1";"src/main/java/br/com/caelum/tubaina/parser/html/TableRowTag.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"6";"src/main/java/br/com/caelum/tubaina/parser/html/TableTag.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"DEFAULT";"23";"src/main/java/br/com/caelum/tubaina/parser/latex/LatexParser.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"DEFAULT";"11";"src/test/java/br/com/caelum/tubaina/builder/ChunksMakerBuilderTest.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"6";"src/test/java/br/com/caelum/tubaina/builder/replacer/TableColumnReplacerTest.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"15";"src/test/java/br/com/caelum/tubaina/builder/replacer/TableReplacerTest.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"9";"src/test/java/br/com/caelum/tubaina/builder/replacer/TableRowReplacerTest.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"1";"src/test/java/br/com/caelum/tubaina/parser/html/TableColumnTagTest.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"1";"src/test/java/br/com/caelum/tubaina/parser/html/TableRowTagTest.java";
"Added table support (table, row and col tags) for HTML output.";"tubaina";"2008-07-11 18:47:29.0";"NEW";"4";"src/test/java/br/com/caelum/tubaina/parser/html/TableTagTest.java";
"workaround for a bug of argument parsing.";"tubaina";"2008-07-13 23:37:16.0";"DEFAULT";"19";"src/main/java/br/com/caelum/tubaina/Tubaina.java";
"removing System.out.";"tubaina";"2008-07-13 23:40:49.0";"DEFAULT";"19";"src/main/java/br/com/caelum/tubaina/Tubaina.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"DEFAULT";"10";"src/main/java/br/com/caelum/tubaina/chunk/TableChunk.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"DEFAULT";"6";"src/main/java/br/com/caelum/tubaina/chunk/TableRowChunk.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"DEFAULT";"18";"src/main/java/br/com/caelum/tubaina/parser/MockedParser.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"DEFAULT";"18";"src/main/java/br/com/caelum/tubaina/parser/Parser.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"DEFAULT";"21";"src/main/java/br/com/caelum/tubaina/parser/html/HtmlParser.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"DEFAULT";"5";"src/main/java/br/com/caelum/tubaina/parser/html/TableTag.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"DEFAULT";"23";"src/main/java/br/com/caelum/tubaina/parser/latex/LatexParser.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"NEW";"1";"src/main/java/br/com/caelum/tubaina/parser/latex/TableColumnTag.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"NEW";"1";"src/main/java/br/com/caelum/tubaina/parser/latex/TableRowTag.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"NEW";"8";"src/main/java/br/com/caelum/tubaina/parser/latex/TableTag.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"DEFAULT";"4";"src/test/java/br/com/caelum/tubaina/parser/html/TableTagTest.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"NEW";"1";"src/test/java/br/com/caelum/tubaina/parser/latex/TableColumnTagTest.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"NEW";"1";"src/test/java/br/com/caelum/tubaina/parser/latex/TableRowTagTest.java";
"Adding (ugly) table support for LaTeX output.";"tubaina";"2008-07-15 15:39:03.0";"NEW";"6";"src/test/java/br/com/caelum/tubaina/parser/latex/TableTagTest.java";
"Improved quality of generated table for LaTeX.";"tubaina";"2008-07-15 16:08:34.0";"DEFAULT";"2";"src/main/java/br/com/caelum/tubaina/parser/latex/TableRowTag.java";
"Improved quality of generated table for LaTeX.";"tubaina";"2008-07-15 16:08:34.0";"DEFAULT";"8";"src/main/java/br/com/caelum/tubaina/parser/latex/TableTag.java";
"Improved quality of generated table for LaTeX.";"tubaina";"2008-07-15 16:08:34.0";"DEFAULT";"2";"src/test/java/br/com/caelum/tubaina/parser/latex/TableRowTagTest.java";
"Improved quality of generated table for LaTeX.";"tubaina";"2008-07-15 16:08:34.0";"DEFAULT";"6";"src/test/java/br/com/caelum/tubaina/parser/latex/TableTagTest.java";
"Added support for tables with colored rows.";"tubaina";"2008-07-15 16:45:12.0";"DEFAULT";"16";"src/main/java/br/com/caelum/tubaina/parser/latex/LatexGenerator.java";
"Added support for tables with colored rows.";"tubaina";"2008-07-15 16:45:12.0";"DEFAULT";"8";"src/main/java/br/com/caelum/tubaina/parser/latex/TableTag.java";
"Added support for tables with colored rows.";"tubaina";"2008-07-15 16:45:12.0";"DEFAULT";"11";"src/test/java/br/com/caelum/tubaina/parser/latex/LatexGeneratorTest.java";
"Added support for tables with colored rows.";"tubaina";"2008-07-15 16:45:12.0";"DEFAULT";"6";"src/test/java/br/com/caelum/tubaina/parser/latex/TableTagTest.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"DEFAULT";"6";"src/main/java/br/com/caelum/tubaina/builder/ChunksMakerBuilder.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"NEW";"2";"src/main/java/br/com/caelum/tubaina/builder/replacer/CenteredParagraphReplacer.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"NEW";"2";"src/main/java/br/com/caelum/tubaina/chunk/CenteredParagraphChunk.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"DEFAULT";"19";"src/main/java/br/com/caelum/tubaina/parser/MockedParser.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"DEFAULT";"19";"src/main/java/br/com/caelum/tubaina/parser/Parser.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"NEW";"1";"src/main/java/br/com/caelum/tubaina/parser/html/CenteredParagraphTag.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"DEFAULT";"22";"src/main/java/br/com/caelum/tubaina/parser/html/HtmlParser.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"NEW";"1";"src/main/java/br/com/caelum/tubaina/parser/latex/CenteredParagraphTag.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"DEFAULT";"24";"src/main/java/br/com/caelum/tubaina/parser/latex/LatexParser.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"NEW";"6";"src/test/java/br/com/caelum/tubaina/builder/replacer/CenteredParagraphReplacerTest.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"NEW";"1";"src/test/java/br/com/caelum/tubaina/parser/html/CenteredParagraphTagTest.java";
"Added tag for centralizing text.";"tubaina";"2008-07-17 11:40:04.0";"NEW";"1";"src/test/java/br/com/caelum/tubaina/parser/latex/CenteredParagraphTagTest.java";
"Improved quality of generated LaTeX table and standardized alignment of table cells to the left.";"tubaina";"2008-07-18 13:44:08.0";"DEFAULT";"7";"src/main/java/br/com/caelum/tubaina/parser/latex/TableTag.java";
"Improved quality of generated LaTeX table and standardized alignment of table cells to the left.";"tubaina";"2008-07-18 13:44:08.0";"DEFAULT";"6";"src/test/java/br/com/caelum/tubaina/parser/latex/TableTagTest.java";
"Added missing tests for ChunksMakerBuilder and removed support for center tag inside tables (because of LaTeX).";"tubaina";"2008-07-18 14:13:33.0";"DEFAULT";"6";"src/main/java/br/com/caelum/tubaina/builder/ChunksMakerBuilder.java";
"Added a hack to escape :: for Ruby inline code (<::).";"tubaina";"2008-07-22 15:13:54.0";"DEFAULT";"33";"src/test/java/br/com/caelum/tubaina/parser/html/HtmlParserTest.java";
"Added a hack to escape :: for Ruby inline code (<::).";"tubaina";"2008-07-22 15:13:54.0";"DEFAULT";"28";"src/test/java/br/com/caelum/tubaina/parser/latex/LatexParserTest.java";
"Removed unused folders and files and added support for the template to know if it's rendering an instructor textbook.";"tubaina";"2008-07-23 18:07:04.0";"DEFAULT";"4";"src/main/java/br/com/caelum/tubaina/Book.java";
"Removed unused folders and files and added support for the template to know if it's rendering an instructor textbook.";"tubaina";"2008-07-23 18:07:04.0";"DEFAULT";"19";"src/main/java/br/com/caelum/tubaina/Tubaina.java";
"Removed unused folders and files and added support for the template to know if it's rendering an instructor textbook.";"tubaina";"2008-07-23 18:07:04.0";"DEFAULT";"10";"src/main/java/br/com/caelum/tubaina/builder/BookBuilder.java";
"Removed unused folders and files and added support for the template to know if it's rendering an instructor textbook.";"tubaina";"2008-07-23 18:07:04.0";"DEFAULT";"16";"src/test/java/br/com/caelum/tubaina/parser/latex/LatexGeneratorTest.java";
"Fixed the same bug by other means, generating less errors when compiling the tex file.";"tubaina";"2008-07-24 16:01:50.0";"DEFAULT";"0";"src/main/java/br/com/caelum/tubaina/parser/latex/Escape.java";
"Changing behavior when the same image is used more than once (not throwing an exception anymore).";"tubaina";"2008-07-25 15:39:25.0";"DEFAULT";"11";"src/main/java/br/com/caelum/tubaina/resources/HtmlResourceManipulator.java";
"Changing behavior when the same image is used more than once (not throwing an exception anymore).";"tubaina";"2008-07-25 15:39:25.0";"DEFAULT";"16";"src/main/java/br/com/caelum/tubaina/resources/LatexResourceManipulator.java";
"Changing behavior when the same image is used more than once (not throwing an exception anymore).";"tubaina";"2008-07-25 15:39:25.0";"DEFAULT";"13";"src/test/java/br/com/caelum/tubaina/parser/html/HtmlGeneratorTest.java";
"Changing behavior when the same image is used more than once (not throwing an exception anymore).";"tubaina";"2008-07-25 15:39:25.0";"DEFAULT";"16";"src/test/java/br/com/caelum/tubaina/parser/latex/LatexGeneratorTest.java";
"Fixed bug reported in http://jira.caelum.com.br/browse/TUBAINA-8";"tubaina";"2008-07-28 18:41:13.0";"DEFAULT";"0";"src/main/java/br/com/caelum/tubaina/parser/latex/Escape.java";
"Fixed bug reported in http://jira.caelum.com.br/browse/TUBAINA-8";"tubaina";"2008-07-28 18:41:13.0";"DEFAULT";"29";"src/test/java/br/com/caelum/tubaina/parser/latex/LatexParserTest.java";
"Fixed bug reported in http://jira.caelum.com.br/browse/TUBAINA-8 for multiple braces.";"tubaina";"2008-07-28 19:00:52.0";"DEFAULT";"0";"src/main/java/br/com/caelum/tubaina/parser/latex/Escape.java";
"Fixed bug reported in http://jira.caelum.com.br/browse/TUBAINA-8 for multiple braces.";"tubaina";"2008-07-28 19:00:52.0";"DEFAULT";"30";"src/test/java/br/com/caelum/tubaina/parser/latex/LatexParserTest.java";
"Fixed bug reported at: http://jira.caelum.com.br/browse/TUBAINA-10 (note tag inside exercise but outside question should not be allowed)";"tubaina";"2008-09-12 15:15:49.0";"DEFAULT";"6";"src/main/java/br/com/caelum/tubaina/builder/ChunksMakerBuilder.java";
"Fixed bug reported at: http://jira.caelum.com.br/browse/TUBAINA-9 (question tag should only be allowed inside exercise tag)";"tubaina";"2008-09-15 14:10:54.0";"DEFAULT";"6";"src/main/java/br/com/caelum/tubaina/builder/ChunksMaker.java";
"Fixed bug reported at: http://jira.caelum.com.br/browse/TUBAINA-9 (question tag should only be allowed inside exercise tag)";"tubaina";"2008-09-15 14:10:54.0";"DEFAULT";"6";"src/main/java/br/com/caelum/tubaina/builder/ChunksMakerBuilder.java";
"Fixed bug reported at: http://jira.caelum.com.br/browse/TUBAINA-9 (question tag should only be allowed inside exercise tag)";"tubaina";"2008-09-15 14:10:54.0";"DEFAULT";"7";"src/main/java/br/com/caelum/tubaina/builder/replacer/ParagraphReplacer.java";
"Fixed bug reported at: http://jira.caelum.com.br/browse/TUBAINA-9 (question tag should only be allowed inside exercise tag)";"tubaina";"2008-09-15 14:10:54.0";"NEW";"5";"src/test/java/br/com/caelum/tubaina/builder/replacer/ParagraphReplacerTest.java";
"removing that really ugly ugly switch. Need to read those strings from file.";"tubaina";"2008-09-17 17:44:54.0";"DEFAULT";"4";"src/main/java/br/com/caelum/tubaina/util/HtmlSanitizer.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"NEW";"0";"src/main/java/br/com/caelum/tubaina/ParseTypes.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"17";"src/main/java/br/com/caelum/tubaina/Tubaina.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"NEW";"19";"src/main/java/br/com/caelum/tubaina/TubainaBuilder.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"3";"src/main/java/br/com/caelum/tubaina/builder/replacer/CodeReplacer.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"5";"src/main/java/br/com/caelum/tubaina/builder/replacer/JavaReplacer.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"3";"src/main/java/br/com/caelum/tubaina/builder/replacer/RubyReplacer.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"3";"src/main/java/br/com/caelum/tubaina/builder/replacer/XmlReplacer.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"5";"src/test/java/br/com/caelum/tubaina/parser/html/BookToTOCTest.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"5";"src/test/java/br/com/caelum/tubaina/parser/html/ChapterToStringTest.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"13";"src/test/java/br/com/caelum/tubaina/parser/html/HtmlGeneratorTest.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"4";"src/test/java/br/com/caelum/tubaina/parser/html/SectionToStringTest.java";
"Creating a builder to organize tubaina external interface.";"tubaina";"2008-09-17 17:49:19.0";"DEFAULT";"16";"src/test/java/br/com/caelum/tubaina/parser/latex/LatexGeneratorTest.java";
"changing tubaina to inject book to html templates.";"tubaina";"2008-09-17 21:46:56.0";"DEFAULT";"2";"src/main/java/br/com/caelum/tubaina/parser/html/ChapterToString.java";
"changing tubaina to inject book to html templates.";"tubaina";"2008-09-17 21:46:56.0";"DEFAULT";"22";"src/main/java/br/com/caelum/tubaina/parser/html/HtmlGenerator.java";
"changing tubaina to inject book to html templates.";"tubaina";"2008-09-17 21:46:56.0";"DEFAULT";"2";"src/main/java/br/com/caelum/tubaina/parser/html/SectionToString.java";
"changing tubaina to inject book to html templates.";"tubaina";"2008-09-17 21:46:56.0";"DEFAULT";"5";"src/test/java/br/com/caelum/tubaina/parser/html/ChapterToStringTest.java";
"changing tubaina to inject book to html templates.";"tubaina";"2008-09-17 21:46:56.0";"DEFAULT";"4";"src/test/java/br/com/caelum/tubaina/parser/html/SectionToStringTest.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"DEFAULT";"3";"src/main/java/br/com/caelum/tubaina/builder/replacer/RubyReplacer.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"NEW";"2";"src/main/java/br/com/caelum/tubaina/chunk/RubyChunk.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"DEFAULT";"20";"src/main/java/br/com/caelum/tubaina/parser/MockedParser.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"DEFAULT";"20";"src/main/java/br/com/caelum/tubaina/parser/Parser.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"DEFAULT";"23";"src/main/java/br/com/caelum/tubaina/parser/html/HtmlParser.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"NEW";"12";"src/main/java/br/com/caelum/tubaina/parser/html/RubyTag.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"DEFAULT";"14";"src/main/java/br/com/caelum/tubaina/parser/html/XmlTag.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"DEFAULT";"25";"src/main/java/br/com/caelum/tubaina/parser/latex/LatexParser.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"NEW";"14";"src/main/java/br/com/caelum/tubaina/parser/latex/RubyTag.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"DEFAULT";"6";"src/test/java/br/com/caelum/tubaina/builder/replacer/RubyReplacerTest.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"NEW";"14";"src/test/java/br/com/caelum/tubaina/parser/html/RubyTagTest.java";
"Ruby syntax highlight partially done. Needs more testing, more highlight classes and Tubaina style modification to include new style tags.";"tubaina";"2008-09-25 17:32:41.0";"NEW";"14";"src/test/java/br/com/caelum/tubaina/parser/latex/RubyTagTest.java";
"Support for number highlighting and simple symbols";"tubaina";"2008-09-25 18:30:50.0";"DEFAULT";"12";"src/main/java/br/com/caelum/tubaina/parser/html/RubyTag.java";
"Support for number highlighting and simple symbols";"tubaina";"2008-09-25 18:30:50.0";"DEFAULT";"14";"src/main/java/br/com/caelum/tubaina/parser/latex/RubyTag.java";
"Support for number highlighting and simple symbols";"tubaina";"2008-09-25 18:30:50.0";"DEFAULT";"16";"src/test/java/br/com/caelum/tubaina/parser/latex/RubyTagTest.java";
"Added some more complex tests and fixed some little bugs for RubyTag";"tubaina";"2008-09-29 16:49:48.0";"DEFAULT";"12";"src/main/java/br/com/caelum/tubaina/parser/html/RubyTag.java";
"Added some more complex tests and fixed some little bugs for RubyTag";"tubaina";"2008-09-29 16:49:48.0";"DEFAULT";"14";"src/main/java/br/com/caelum/tubaina/parser/latex/RubyTag.java";
"Added some more complex tests and fixed some little bugs for RubyTag";"tubaina";"2008-09-29 16:49:48.0";"DEFAULT";"20";"src/test/java/br/com/caelum/tubaina/parser/latex/RubyTagTest.java";
"Fixed some more bugs and the coloring schema for the LaTeX output. Added new commands for the test template. (all this about the ruby syntax highlighting)";"tubaina";"2008-09-29 18:36:08.0";"DEFAULT";"12";"src/main/java/br/com/caelum/tubaina/parser/html/RubyTag.java";
"Fixed some more bugs and the coloring schema for the LaTeX output. Added new commands for the test template. (all this about the ruby syntax highlighting)";"tubaina";"2008-09-29 18:36:08.0";"DEFAULT";"15";"src/main/java/br/com/caelum/tubaina/parser/latex/RubyTag.java";
"Fixed some more little bugs in ruby syntax highlighting and added CSS style for it in the HTML template.";"tubaina";"2008-09-30 15:24:50.0";"DEFAULT";"12";"src/main/java/br/com/caelum/tubaina/parser/html/RubyTag.java";
"Fixed some more little bugs in ruby syntax highlighting and added CSS style for it in the HTML template.";"tubaina";"2008-09-30 15:24:50.0";"DEFAULT";"15";"src/main/java/br/com/caelum/tubaina/parser/latex/RubyTag.java";
"Support to escaped characters inside strings and regular expressions for the Ruby Syntax Highlighter";"tubaina";"2008-10-22 15:33:19.0";"DEFAULT";"12";"src/main/java/br/com/caelum/tubaina/parser/html/RubyTag.java";
"Support to escaped characters inside strings and regular expressions for the Ruby Syntax Highlighter";"tubaina";"2008-10-22 15:33:19.0";"DEFAULT";"15";"src/main/java/br/com/caelum/tubaina/parser/latex/RubyTag.java";
"Minor improvements of the integrated template styles and some bug fixes for the Ruby Syntax Highlighter.";"tubaina";"2008-10-23 18:06:26.0";"DEFAULT";"23";"src/main/java/br/com/caelum/tubaina/parser/html/HtmlParser.java";
"Minor improvements of the integrated template styles and some bug fixes for the Ruby Syntax Highlighter.";"tubaina";"2008-10-23 18:06:26.0";"DEFAULT";"15";"src/main/java/br/com/caelum/tubaina/parser/html/RubyTag.java";
"Minor improvements of the integrated template styles and some bug fixes for the Ruby Syntax Highlighter.";"tubaina";"2008-10-23 18:06:26.0";"DEFAULT";"25";"src/main/java/br/com/caelum/tubaina/parser/latex/LatexParser.java";
"Minor improvements of the integrated template styles and some bug fixes for the Ruby Syntax Highlighter.";"tubaina";"2008-10-23 18:06:26.0";"DEFAULT";"19";"src/main/java/br/com/caelum/tubaina/parser/latex/RubyTag.java";
"Minor improvements of the integrated template styles and some bug fixes for the Ruby Syntax Highlighter.";"tubaina";"2008-10-23 18:06:26.0";"DEFAULT";"7";"src/main/java/br/com/caelum/tubaina/util/HtmlSanitizer.java";
"Strings with interpolation correctly syntax-highlighted in Ruby code.";"tubaina";"2008-10-27 17:35:59.0";"DEFAULT";"30";"src/main/java/br/com/caelum/tubaina/parser/html/RubyTag.java";
"Strings with interpolation correctly syntax-highlighted in Ruby code.";"tubaina";"2008-10-27 17:35:59.0";"DEFAULT";"37";"src/main/java/br/com/caelum/tubaina/parser/latex/RubyTag.java";
"Bug fix: decrement operator was not correctly escaped inside java tag";"tubaina";"2008-12-15 14:19:04.0";"DEFAULT";"5";"src/main/java/br/com/caelum/tubaina/parser/latex/JavaTag.java";
"Bug fix: decrement operator was not correctly escaped inside java tag";"tubaina";"2008-12-15 14:19:04.0";"DEFAULT";"2";"src/test/java/br/com/caelum/tubaina/parser/latex/JavaTagTest.java";
